Name,ID,Description,Quality,Itempools,Type,Tags,MaxCharges,MoveSpeed,AddBlackHearts,GfxFileName,ClearEffectsOnRemove,InitCharge,PersistentEffect,ShopPrice,AddMaxHearts,Bombs,Pickups,AddCoins,Damage,TearFlags,CraftingQuality,AddCostumeOnPickup,AchievementID,Coins,AddBombs,PassiveCache,ShotSpeed,Luck,Flight,MaxCooldown,ChargeType,Tears,Keys,CacheFlags,Special,DevilPrice,AddHearts,Range,AddSoulHearts,AddKeys
Box of Friends,357,Double your friends,1,"shop,craneGame",ITEM_ACTIVE,"TAG_WISP,TAG_OFFENSIVE",3,0.0,0,gfx/items/collectibles/Collectibles_357_PandorasBox.png,False,-1,False,10,0,0,,0,0.0,,1,False,203,0,0,False,0.0,0.0,False,0,0,0.0,0,512,False,1,0,0.0,0,0
The Wiz,358,Double wiz shot!,0,treasure,ITEM_PASSIVE,"TAG_SUMMONABLE,TAG_OFFENSIVE",0,0.0,0,gfx/items/collectibles/Collectibles_358_TheWiz.png,True,-1,False,15,0,0,,0,0.0,TEAR_SPECTRAL,1,True,-1,0,0,False,0.0,0.0,False,0,0,0.0,0,32,False,1,0,0.0,0,0
8 Inch Nails,359,Stick it to 'em!,3,treasure,ITEM_PASSIVE,"TAG_SUMMONABLE,TAG_OFFENSIVE",0,0.0,0,gfx/items/collectibles/Collectibles_359_8InchNails.png,True,-1,False,15,0,0,,0,2.3566203117371,TEAR_KNOCKBACK,3,True,-1,0,0,False,0.0,0.0,False,0,0,0.0,0,33,False,1,0,0.0,0,0
Incubus,360,Dark friend,4,"devil,babyShop",ITEM_FAMILIAR,"TAG_SUMMONABLE,TAG_OFFENSIVE,TAG_MONSTER_MANUAL,TAG_BABY",0,0.0,0,gfx/items/collectibles/Collectibles_360_Incubus.png,True,-1,False,15,0,0,,0,0.0,,4,True,190,0,0,False,0.0,0.0,False,0,0,0.0,0,512,False,2,0,0.0,0,0
Fate's Reward,361,Your fate beside you,2,"treasure,babyShop",ITEM_FAMILIAR,"TAG_SUMMONABLE,TAG_OFFENSIVE,TAG_MONSTER_MANUAL",0,0.0,0,gfx/items/collectibles/Collectibles_361_FatesReward.png,True,-1,False,15,0,0,,0,0.0,,2,True,183,0,0,False,0.0,0.0,False,0,0,0.0,0,512,False,1,0,0.0,0,0
Lil Chest,362,What's in the box?,2,"treasure,beggar,craneGame,woodenChest",ITEM_FAMILIAR,"TAG_SUMMONABLE,TAG_OFFENSIVE",0,0.0,0,gfx/items/collectibles/Collectibles_362_LilChest.png,True,-1,False,15,0,0,,0,0.0,,2,True,192,0,0,False,0.0,0.0,False,0,0,0.0,0,512,False,1,0,0.0,0,0
Sworn Protector,363,Protective friend,2,"angel,babyShop",ITEM_FAMILIAR,"TAG_SUMMONABLE,TAG_MONSTER_MANUAL,TAG_BABY",0,0.0,0,gfx/items/collectibles/Collectibles_363_SwornProtector.png,True,-1,False,15,0,0,,0,0.0,,2,True,189,0,0,False,0.0,0.0,False,0,0,0.0,0,512,False,1,0,0.0,0,0
Friend Zone,364,Friendly fly,1,"treasure,keyMaster,babyShop",ITEM_FAMILIAR,"TAG_SUMMONABLE,TAG_OFFENSIVE,TAG_MONSTER_MANUAL,TAG_FLY",0,0.0,0,gfx/items/collectibles/Collectibles_364_FriendZone.png,True,-1,False,15,0,0,,0,0.0,,1,True,-1,0,0,False,0.0,0.0,False,0,0,0.0,0,512,False,1,0,0.0,0,0
Lost Fly,365,Lost protector,2,"treasure,keyMaster,babyShop",ITEM_FAMILIAR,"TAG_SUMMONABLE,TAG_OFFENSIVE,TAG_MONSTER_MANUAL,TAG_FLY",0,0.0,0,gfx/items/collectibles/Collectibles_365_LostFly.png,True,-1,False,15,0,0,,0,0.0,,2,True,-1,0,0,False,0.0,0.0,False,0,0,0.0,0,512,False,1,0,0.0,0,0
Scatter Bombs,366,We put bombs in your bombs!,1,"treasure,bombBum",ITEM_PASSIVE,"TAG_SUMMONABLE,TAG_OFFENSIVE",0,0.0,0,gfx/items/collectibles/Collectibles_366_ScatterBombs.png,True,-1,False,15,0,5,,0,0.0,,1,True,-1,0,5,False,0.0,0.0,False,0,0,0.0,0,0,False,1,0,0.0,0,0
Sticky Bombs,367,Egg sack bombs!,1,"treasure,bombBum",ITEM_PASSIVE,"TAG_SUMMONABLE,TAG_OFFENSIVE,TAG_SPIDER",0,0.0,0,gfx/items/collectibles/Collectibles_367_StickyBombs.png,True,-1,False,15,0,5,,0,0.0,,1,True,-1,0,5,False,0.0,0.0,False,0,0,0.0,0,0,False,1,0,0.0,0,0
Epiphora,368,Intensifying tears,1,treasure,ITEM_PASSIVE,"TAG_SUMMONABLE,TAG_OFFENSIVE,TAG_TEARS_UP",0,0.0,0,gfx/items/collectibles/Collectibles_368_Epiphora.png,True,-1,False,15,0,0,,0,0.0,,1,True,-1,0,0,False,0.0,0.0,False,0,0,0.0,0,2,False,1,0,0.0,0,0
Continuum,369,Transcendent tears,2,treasure,ITEM_PASSIVE,"TAG_SUMMONABLE,TAG_OFFENSIVE",0,0.0,0,gfx/items/collectibles/Collectibles_369_Continuum.png,True,-1,False,15,0,0,,0,0.0,"TEAR_CONTINUUM,TEAR_SPECTRAL",2,True,-1,0,0,False,0.0,0.0,False,0,0,0.0,0,40,False,1,0,3.0,0,0
Mr. Dolly,370,Range + tears up,3,"boss,goldenChest,craneGame",ITEM_PASSIVE,"TAG_SUMMONABLE,TAG_OFFENSIVE,TAG_TEARS_UP",0,0.0,0,gfx/items/collectibles/Collectibles_370_MrDolly.png,True,-1,False,15,0,0,PICKUP_HEART,0,0.0,,3,True,-1,0,0,False,0.0,0.0,False,0,0,0.71790042078933,0,10,False,1,0,2.5,0,0
Curse of the Tower,371,Embrace chaos,0,"treasure,redChest,curse",ITEM_PASSIVE,"TAG_SUMMONABLE,TAG_NO_LOST_BR",0,0.0,0,gfx/items/collectibles/Collectibles_371_CurseOfTheTower.png,True,-1,False,15,0,0,,0,0.0,,0,True,-1,0,0,False,0.0,0.0,False,0,0,0.0,0,0,False,1,0,0.0,0,0
Charged Baby,372,Bbbzzzzzt!,2,"shop,batteryBum,babyShop",ITEM_FAMILIAR,"TAG_NO_CANTRIP,TAG_SUMMONABLE,TAG_OFFENSIVE",0,0.0,0,gfx/items/collectibles/Collectibles_372_ChargedBaby.png,True,-1,False,15,0,0,,0,0.0,,2,True,-1,0,0,False,0.0,0.0,False,0,0,0.0,0,512,False,1,0,0.0,0,0
Dead Eye,373,Accuracy brings power,3,"treasure,ultraSecret",ITEM_PASSIVE,"TAG_SUMMONABLE,TAG_OFFENSIVE",0,0.0,0,gfx/items/collectibles/Collectibles_373_DeadEye.png,True,-1,False,15,0,0,,0,0.0,,3,True,-1,0,0,False,0.0,0.0,False,0,0,0.0,0,1,False,1,0,0.0,0,0
Holy Light,374,Holy death shot,3,"treasure,angel",ITEM_PASSIVE,"TAG_SUMMONABLE,TAG_OFFENSIVE,TAG_ANGEL",0,0.0,0,gfx/items/collectibles/Collectibles_374_HolyLight.png,True,-1,False,15,0,0,,0,0.0,,3,True,-1,0,0,False,0.0,0.0,False,0,0,0.0,0,0,False,2,0,0.0,0,0
Host Hat,375,Blast resistance,3,treasure,ITEM_PASSIVE,TAG_SUMMONABLE,0,0.0,0,gfx/items/collectibles/Collectibles_375_HostHat.png,True,-1,False,15,0,0,,0,0.0,,3,True,-1,0,0,False,0.0,0.0,False,0,0,0.0,0,0,False,1,0,0.0,0,0
Restock,376,Never ending stores!,2,"shop,beggar",ITEM_PASSIVE,"TAG_SUMMONABLE,TAG_OFFENSIVE,TAG_NO_GREED",0,0.0,0,gfx/items/collectibles/Collectibles_376_Restock.png,True,-1,False,15,0,0,,0,0.0,,2,True,-1,0,0,False,0.0,0.0,False,0,0,0.0,0,0,False,1,0,0.0,0,0
Bursting Sack,377,Spider love,1,treasure,ITEM_PASSIVE,"TAG_SUMMONABLE,TAG_OFFENSIVE,TAG_SPIDER",0,0.0,0,gfx/items/collectibles/Collectibles_377_BurstingSack.png,True,-1,False,15,0,0,,0,0.0,,1,True,-1,0,0,False,0.0,0.0,False,0,0,0.0,0,0,False,1,0,0.0,0,0
No. 2,378,Uh oh...,2,"treasure,shellGame",ITEM_PASSIVE,"TAG_SUMMONABLE,TAG_OFFENSIVE,TAG_POOP",0,0.0,0,gfx/items/collectibles/Collectibles_378_NumberTwo.png,True,-1,False,15,0,0,,0,0.0,,2,True,-1,0,0,False,0.0,0.0,False,0,0,0.0,0,0,False,1,0,0.0,0,0
Pupula Duplex,379,Wide shot,2,treasure,ITEM_PASSIVE,"TAG_SUMMONABLE,TAG_OFFENSIVE",0,0.0,0,gfx/items/collectibles/Collectibles_379_PupulaDuplex.png,True,-1,False,15,0,0,,0,0.0,TEAR_SPECTRAL,2,True,-1,0,0,False,0.0,0.0,False,0,0,0.0,0,32,False,1,0,0.0,0,0
Pay To Play,380,Money talks,2,shop,ITEM_PASSIVE,"TAG_LAZ_SHARED_GLOBAL,TAG_NO_CANTRIP,TAG_SUMMONABLE,TAG_OFFENSIVE",0,0.0,0,gfx/items/collectibles/Collectibles_380_PayToPlay.png,True,-1,False,15,0,0,,5,0.0,,2,True,-1,5,0,False,0.0,0.0,False,0,0,0.0,0,0,False,1,0,0.0,0,0
Eden's Blessing,381,Tears up + your future shines brighter,3,treasure,ITEM_PASSIVE,"TAG_NO_CANTRIP,TAG_SUMMONABLE,TAG_OFFENSIVE,TAG_TEARS_UP",0,0.0,0,gfx/items/collectibles/Collectibles_381_EdensBlessing.png,True,-1,False,15,0,0,,0,0.0,,3,True,188,0,0,False,0.0,0.0,False,0,0,0.71790042078933,0,2,False,1,0,0.0,0,0
Friendly Ball,382,Gotta fetch 'em all!,1,"treasure,craneGame",ITEM_ACTIVE,"TAG_WISP,TAG_NO_CANTRIP,TAG_OFFENSIVE",2,0.0,0,gfx/items/collectibles/Collectibles_382_FriendlyBall.png,False,-1,False,15,0,0,,0,0.0,,1,False,-1,0,0,False,0.0,0.0,False,0,0,0.0,0,0,False,1,0,0.0,0,0
Tear Detonator,383,Remote tear detonation,1,"shop,craneGame",ITEM_ACTIVE,"TAG_WISP,TAG_OFFENSIVE",450,0.0,0,gfx/items/collectibles/Collectibles_383_TearDetonator.png,False,-1,False,10,0,0,,0,0.0,,1,False,-1,0,0,False,0.0,0.0,False,0,1,0.0,0,0,False,1,0,0.0,0,0
Lil Gurdy,384,A gurd of your own!,1,"treasure,babyShop",ITEM_FAMILIAR,"TAG_SUMMONABLE,TAG_OFFENSIVE,TAG_MONSTER_MANUAL",0,0.0,0,gfx/items/collectibles/Collectibles_384_LilGurdy.png,True,-1,False,15,0,0,,0,0.0,,1,True,-1,0,0,False,0.0,0.0,False,0,0,0.0,0,512,False,1,0,0.0,0,0
Bumbo,385,Bumbo want coin!,1,"treasure,beggar,babyShop",ITEM_FAMILIAR,"TAG_SUMMONABLE,TAG_OFFENSIVE",0,0.0,0,gfx/items/collectibles/Collectibles_385_Bumbo.png,True,-1,False,15,0,0,,0,0.0,,1,True,-1,0,0,False,0.0,0.0,False,0,0,0.0,0,512,False,1,0,0.0,0,0
D12,386,Rerolls rocks,1,"treasure,craneGame",ITEM_ACTIVE,"TAG_WISP,TAG_OFFENSIVE",3,0.0,0,gfx/items/collectibles/Collectibles_386_D12.png,False,-1,False,10,0,0,,0,0.0,,1,False,181,0,0,False,0.0,0.0,False,0,0,0.0,0,0,False,1,0,0.0,0,0
Censer,387,Peace be with you,2,angel,ITEM_FAMILIAR,TAG_SUMMONABLE,0,0.0,0,gfx/items/collectibles/Collectibles_387_Censer.png,True,-1,False,15,0,0,,0,0.0,,2,True,193,0,0,False,0.0,0.0,False,0,0,0.0,0,512,False,1,0,0.0,0,0
Key Bum,388,He wants your keys!,0,"treasure,secret,keyMaster,babyShop",ITEM_FAMILIAR,"TAG_SUMMONABLE,TAG_OFFENSIVE",0,0.0,0,gfx/items/collectibles/Collectibles_388_KeyBum.png,True,-1,False,15,0,0,,0,0.0,,0,True,200,0,0,False,0.0,0.0,False,0,0,0.0,0,512,False,1,0,0.0,0,0
Rune Bag,389,Rune generator,3,"treasure,secret",ITEM_FAMILIAR,"TAG_NO_CANTRIP,TAG_SUMMONABLE,TAG_OFFENSIVE",0,0.0,0,gfx/items/collectibles/Collectibles_389_RuneBag.png,True,-1,False,15,0,0,,0,0.0,,3,True,218,0,0,False,0.0,0.0,False,0,0,0.0,0,512,False,1,0,0.0,0,0
Seraphim,390,Sworn friend,3,"treasure,angel,babyShop",ITEM_FAMILIAR,"TAG_SUMMONABLE,TAG_OFFENSIVE,TAG_MONSTER_MANUAL,TAG_ANGEL,TAG_BABY",0,0.0,0,gfx/items/collectibles/Collectibles_390_Seraphim.png,True,-1,False,15,0,0,,0,0.0,,3,True,-1,0,0,False,0.0,0.0,False,0,0,0.0,0,512,False,1,0,0.0,0,0
Betrayal,391,Turn your enemy,1,"treasure,devil",ITEM_PASSIVE,"TAG_SUMMONABLE,TAG_OFFENSIVE",0,0.0,0,gfx/items/collectibles/Collectibles_391_Betrayal.png,True,-1,False,15,0,0,,0,0.0,,1,True,182,0,0,False,0.0,0.0,False,0,0,0.0,0,0,False,1,0,0.0,0,0
Zodiac,392,The heavens will change you,1,treasure,ITEM_PASSIVE,"TAG_SUMMONABLE,TAG_STARS,TAG_OFFENSIVE",0,0.10000002384186,0,gfx/items/collectibles/Collectibles_392_Zodiac.png,True,-1,False,15,0,0,,0,0.92718887329102,,1,True,202,0,0,False,0.0,0.0,False,0,0,1.0000000215431,0,0,False,1,0,0.75,0,0
Serpent's Kiss,393,The kiss of death,2,treasure,ITEM_PASSIVE,"TAG_SUMMONABLE,TAG_OFFENSIVE",0,0.0,0,gfx/items/collectibles/Collectibles_393_SerpentsKiss.png,True,-1,False,15,0,0,,0,0.0,,2,True,220,0,0,False,0.0,0.0,False,0,0,0.0,0,0,False,1,0,0.0,0,0
Marked,394,Directed tears,0,"treasure,ultraSecret",ITEM_PASSIVE,"TAG_SUMMONABLE,TAG_OFFENSIVE,TAG_TEARS_UP",0,0.0,0,gfx/items/collectibles/Collectibles_394_Marked.png,True,-1,False,15,0,0,,0,0.0,,1,True,-1,0,0,False,0.0,0.0,False,0,0,0.71790042078933,0,10,False,1,0,3.0,0,0
Tech X,395,Laser ring tears,4,"treasure,craneGame",ITEM_PASSIVE,"TAG_SUMMONABLE,TAG_OFFENSIVE,TAG_TECH",0,0.0,0,gfx/items/collectibles/Collectibles_395_TechX.png,True,-1,False,15,0,0,,0,0.0,,4,True,-1,0,0,False,0.0,0.0,False,0,0,0.0,0,65535,False,1,0,0.0,0,0
Ventricle Razor,396,Short cutter,0,shop,ITEM_ACTIVE,"TAG_WISP,TAG_NO_CANTRIP,TAG_OFFENSIVE",0,0.0,0,gfx/items/collectibles/Collectibles_396_VentricleRazor.png,False,-1,False,10,0,0,,0,0.0,,0,False,-1,0,0,False,0.0,0.0,False,0,0,0.0,0,0,False,1,0,0.0,0,0
Tractor Beam,397,Controlled tears,3,"treasure,craneGame",ITEM_PASSIVE,"TAG_SUMMONABLE,TAG_OFFENSIVE,TAG_TEARS_UP",0,0.0,0,gfx/items/collectibles/Collectibles_397_TractorBeam.png,True,-1,False,15,0,0,,0,0.0,TEAR_TRACTOR_BEAM,3,True,-1,0,0,False,0.1599999666214,0.0,False,0,0,1.0000000215431,0,46,False,1,0,2.5,0,0
God's Flesh,398,Shrink shot!,1,treasure,ITEM_PASSIVE,"TAG_SUMMONABLE,TAG_OFFENSIVE,TAG_MUSHROOM",0,0.0,0,gfx/items/collectibles/Collectibles_398_GodsFlesh.png,True,-1,False,15,0,0,,0,0.0,,1,True,-1,0,0,False,0.0,0.0,False,0,0,0.0,0,64,False,1,0,0.0,0,0
Maw Of The Void,399,Consume thy enemy!,3,"devil,ultraSecret",ITEM_PASSIVE,"TAG_SUMMONABLE,TAG_OFFENSIVE,TAG_DEVIL",0,0.0,0,gfx/items/collectibles/Collectibles_399_MawOfTheVoid.png,True,-1,False,15,0,0,,0,0.0,,3,True,186,0,0,False,0.0,0.0,False,0,0,0.0,0,64,False,2,0,0.0,0,0
Spear Of Destiny,400,Your destiny,1,angel,ITEM_PASSIVE,"TAG_SUMMONABLE,TAG_OFFENSIVE",0,0.0,0,gfx/items/collectibles/Collectibles_400_SpearOfDestiny.png,True,-1,False,15,0,0,,0,0.0,,1,True,-1,0,0,False,0.0,0.0,False,0,0,0.0,0,0,False,1,0,0.0,0,0
Explosivo,401,Sticky bomb shot,3,treasure,ITEM_PASSIVE,"TAG_SUMMONABLE,TAG_OFFENSIVE",0,0.0,0,gfx/items/collectibles/Collectibles_401_Explosivo.png,True,-1,False,15,0,0,,0,0.0,,3,True,-1,0,0,False,0.0,0.0,False,0,0,0.0,0,96,False,1,0,0.0,0,0
Chaos,402,!!!,3,"shop,secret",ITEM_PASSIVE,"TAG_NO_CANTRIP,TAG_SUMMONABLE,TAG_OFFENSIVE",0,0.0,0,gfx/items/collectibles/Collectibles_402_Chaos.png,True,-1,False,15,0,0,PICKUP_PILL,0,0.0,,3,True,-1,0,0,False,0.0,0.0,False,0,0,0.0,0,0,False,1,0,0.0,0,0
Spider Mod,403,Mod buddy,1,"shop,craneGame,babyShop",ITEM_FAMILIAR,"TAG_SUMMONABLE,TAG_OFFENSIVE,TAG_SPIDER",0,0.0,0,gfx/items/collectibles/Collectibles_403_SpiderMod.png,True,-1,False,15,0,0,,0,0.0,,1,True,-1,0,0,False,0.0,0.0,False,0,0,0.0,0,512,False,1,0,0.0,0,0
Farting Baby,404,He farts,1,"treasure,babyShop",ITEM_FAMILIAR,"TAG_SUMMONABLE,TAG_MONSTER_MANUAL,TAG_BABY",0,0.0,0,gfx/items/collectibles/collectibles_404_fartbaby.png,True,-1,False,15,0,0,,0,0.0,,1,True,179,0,0,False,0.0,0.0,False,0,0,0.0,0,512,False,1,0,0.0,0,0
GB Bug,405,Double tap glitch,1,"treasure,secret",ITEM_FAMILIAR,"TAG_SUMMONABLE,TAG_OFFENSIVE",0,0.0,0,gfx/items/collectibles/Collectibles_405_GBBug.png,True,-1,False,15,0,0,,0,0.0,,1,True,201,0,0,False,0.0,0.0,False,0,0,0.0,0,512,False,1,0,0.0,0,0
D8,406,Reroll stats,1,"treasure,craneGame",ITEM_ACTIVE,"TAG_WISP,TAG_OFFENSIVE",4,0.0,0,gfx/items/collectibles/Collectibles_406_D8.png,False,-1,False,15,0,0,,0,0.0,,1,False,231,0,0,False,0.0,0.0,False,0,0,0.0,0,0,False,1,0,0.0,0,0
Purity,407,Aura stat boost,3,"treasure,angel",ITEM_PASSIVE,"TAG_SUMMONABLE,TAG_OFFENSIVE,TAG_TEARS_UP",0,0.0,0,gfx/items/collectibles/Collectibles_407_Purity.png,True,-1,False,15,0,0,,0,0.0,,3,True,180,0,0,False,0.0,0.0,False,0,0,2.0000004371664,0,27,False,1,0,0.0,0,0
Athame,408,Call to the void,3,"devil,curse",ITEM_PASSIVE,"TAG_SUMMONABLE,TAG_OFFENSIVE",0,0.0,0,gfx/items/collectibles/Collectibles_408_Athame.png,True,-1,False,15,0,0,,0,0.0,,3,True,184,0,0,False,0.0,0.0,False,0,0,0.0,0,0,False,1,0,0.0,0,0
Empty Vessel,409,I reward an empty vessel,2,"devil,demonBeggar",ITEM_PASSIVE,TAG_SUMMONABLE,0,0.0,4,gfx/items/collectibles/Collectibles_409_EmptyVessel.png,True,-1,False,15,0,0,,0,0.0,,2,True,187,0,0,False,0.0,0.0,False,0,0,0.0,0,128,False,1,0,0.0,0,0
Evil Eye,410,Eye shot,2,treasure,ITEM_PASSIVE,"TAG_SUMMONABLE,TAG_OFFENSIVE",0,0.0,0,gfx/items/collectibles/Collectibles_410_EvilEye.png,True,-1,False,15,0,0,,0,0.0,,2,True,194,0,0,False,0.0,0.0,False,0,0,0.0,0,0,False,1,0,0.0,0,0
Lusty Blood,411,Their blood brings rage!,3,"treasure,devil,ultraSecret",ITEM_PASSIVE,"TAG_SUMMONABLE,TAG_OFFENSIVE",0,0.0,0,gfx/items/collectibles/Collectibles_411_LustyBlood.png,True,-1,False,15,0,0,,0,0.0,,3,True,198,0,0,False,0.0,0.0,False,0,0,0.0,0,4097,False,2,0,0.0,0,0
Cambion Conception,412,Feed them hate,1,"devil,ultraSecret",ITEM_PASSIVE,"TAG_SUMMONABLE,TAG_NO_LOST_BR",0,0.0,0,gfx/items/collectibles/Collectibles_412_CambionConception.png,True,-1,False,15,0,0,,0,0.0,,1,True,219,0,0,False,0.0,0.0,False,0,0,0.0,0,0,False,1,0,0.0,0,0
Immaculate Conception,413,Feed them love,1,angel,ITEM_PASSIVE,"TAG_SUMMONABLE,TAG_NO_LOST_BR",0,0.0,0,gfx/items/collectibles/Collectibles_413_ImmaculateConception.png,True,-1,False,15,0,0,,0,0.0,,1,True,222,0,0,False,0.0,0.0,False,0,0,0.0,0,0,False,1,0,0.0,0,0
More Options,414,There's options,3,shop,ITEM_PASSIVE,"TAG_LAZ_SHARED_GLOBAL,TAG_NO_CANTRIP,TAG_SUMMONABLE,TAG_OFFENSIVE",0,0.0,0,gfx/items/collectibles/Collectibles_414_MoreOptions.png,True,-1,False,15,0,0,,0,0.0,,3,True,135,0,0,False,0.0,0.0,False,0,0,0.0,0,0,False,1,0,0.0,0,0
Crown Of Light,415,The untainted gain power,4,angel,ITEM_PASSIVE,"TAG_SUMMONABLE,TAG_OFFENSIVE",0,0.0,0,gfx/items/collectibles/Collectibles_415_CrownOfLight.png,True,-1,False,15,0,0,,0,3.5,,4,True,-1,0,0,False,-0.30000001192093,0.0,False,0,0,0.0,0,5,False,2,0,0.0,4,0
Deep Pockets,416,More money!,2,shop,ITEM_PASSIVE,"TAG_LAZ_SHARED_GLOBAL,TAG_NO_CANTRIP,TAG_SUMMONABLE,TAG_OFFENSIVE",0,0.0,0,gfx/items/collectibles/Collectibles_416_deeppockets.png,True,-1,False,15,0,0,,0,0.0,,2,True,238,0,0,False,0.0,0.0,False,0,0,0.0,0,0,False,1,0,0.0,0,0
Succubus,417,Damage booster,3,"devil,babyShop",ITEM_FAMILIAR,"TAG_SUMMONABLE,TAG_OFFENSIVE,TAG_MONSTER_MANUAL",0,0.0,0,gfx/items/collectibles/Collectibles_417_Succubus.png,True,-1,False,15,0,0,,0,1.75,,3,True,221,0,0,False,0.0,0.0,False,0,0,0.0,0,512,False,2,0,0.0,0,0
Fruit Cake,418,Rainbow effects!,2,treasure,ITEM_PASSIVE,"TAG_SUMMONABLE,TAG_OFFENSIVE",0,0.0,0,gfx/items/collectibles/Collectibles_418_FruitCake.png,True,-1,False,15,0,0,,0,0.0,,2,True,-1,0,0,False,0.0,0.0,False,0,0,0.0,0,0,False,1,0,0.0,0,0
Teleport 2.0,419,I-Teleport!,3,"treasure,craneGame",ITEM_ACTIVE,"TAG_WISP,TAG_OFFENSIVE",4,0.0,0,gfx/items/collectibles/Collectibles_419_Teleport20.png,False,-1,False,15,0,0,,0,0.0,,3,False,-1,0,0,False,0.0,0.0,False,0,0,0.0,0,0,False,1,0,0.0,0,0
Black Powder,420,Spin the black circle!,0,"devil,demonBeggar",ITEM_PASSIVE,"TAG_SUMMONABLE,TAG_OFFENSIVE",0,0.0,0,gfx/items/collectibles/Collectibles_420_BlackPowder.png,True,-1,False,15,0,0,,0,0.0,,0,True,-1,0,0,False,0.0,0.0,False,0,0,0.0,0,0,False,1,0,0.0,0,0
Kidney Bean,421,Love toots,0,"treasure,ultraSecret",ITEM_ACTIVE,"TAG_WISP,TAG_OFFENSIVE",120,0.0,0,gfx/items/collectibles/Collectibles_421_KidneyBean.png,False,-1,False,15,0,0,,0,0.0,,0,False,-1,0,0,False,0.0,0.0,False,0,1,0.0,0,0,False,1,0,0.0,0,0
Glowing Hourglass,422,Turn back time,3,"treasure,shop,craneGame",ITEM_ACTIVE,"TAG_WISP,TAG_NO_CANTRIP",2,0.0,0,gfx/items/collectibles/Collectibles_422_GlowingHourGlass.png,False,-1,False,15,0,0,,0,0.0,,-1,False,-1,0,0,False,0.0,0.0,False,0,0,0.0,0,0,False,1,0,0.0,0,0
Circle of Protection,423,Protect me from myself,2,angel,ITEM_PASSIVE,TAG_SUMMONABLE,0,0.0,0,gfx/items/collectibles/Collectibles_423_CircleOfProtection.png,True,-1,False,15,0,0,,0,0.0,,2,True,-1,0,0,False,0.0,0.0,False,0,0,0.0,0,0,False,1,0,0.0,0,0
Sack Head,424,More sacks!,3,"shop,secret",ITEM_PASSIVE,"TAG_SUMMONABLE,TAG_OFFENSIVE",0,0.0,0,gfx/items/collectibles/Collectibles_424_SackHead.png,True,-1,False,15,0,0,PICKUP_GRAB_BAG,0,0.0,,3,True,-1,0,0,False,0.0,0.0,False,0,0,0.0,0,0,False,1,0,0.0,0,0
Night Light,425,Scared of the dark?,1,"shop,craneGame",ITEM_PASSIVE,TAG_SUMMONABLE,0,0.0,0,gfx/items/collectibles/Collectibles_425_NightLight.png,True,-1,False,15,0,0,,0,0.0,,1,True,-1,0,0,False,0.0,0.0,False,0,0,0.0,0,0,False,1,0,0.0,0,0
Obsessed Fan,426,Follows my every move...,0,"treasure,keyMaster,babyShop",ITEM_FAMILIAR,"TAG_SUMMONABLE,TAG_OFFENSIVE,TAG_MONSTER_MANUAL,TAG_FLY",0,0.0,0,gfx/items/collectibles/Collectibles_426_ObsessedFan.png,True,-1,False,15,0,0,,0,0.0,,0,True,-1,0,0,False,0.0,0.0,False,0,0,0.0,0,512,False,1,0,0.0,0,0
Mine Crafter,427,Booom!,1,"treasure,craneGame",ITEM_ACTIVE,"TAG_WISP,TAG_OFFENSIVE",1,0.0,0,gfx/items/collectibles/Collectibles_427_MineCrafter.png,False,-1,False,15,0,0,,0,0.0,,1,False,-1,0,0,False,0.0,0.0,False,0,0,0.0,0,0,False,1,0,0.0,0,0
PJs,428,You feel cozy,2,"boss,goldenChest",ITEM_PASSIVE,TAG_NO_LOST_BR,0,0.0,0,gfx/items/collectibles/Collectibles_428_PJs.png,True,-1,False,15,0,0,,0,0.0,,2,True,-1,0,0,False,0.0,0.0,False,0,0,0.0,0,0,False,1,24,0.0,8,0
Head of the Keeper,429,Penny tears,2,,ITEM_PASSIVE,"TAG_SUMMONABLE,TAG_OFFENSIVE",0,0.0,0,gfx/items/collectibles/Collectibles_429_HeadOfTheKeeper.png,True,-1,False,15,0,0,,0,0.0,,2,True,-1,0,0,False,0.0,0.0,False,0,0,0.0,0,96,False,1,0,0.0,0,0
Papa Fly,430,Turret follower,1,"treasure,keyMaster,babyShop",ITEM_FAMILIAR,"TAG_SUMMONABLE,TAG_OFFENSIVE,TAG_MONSTER_MANUAL,TAG_FLY",0,0.0,0,gfx/items/collectibles/Collectibles_430_PapaFly.png,True,-1,False,15,0,0,,0,0.0,,1,True,-1,0,0,False,0.0,0.0,False,0,0,0.0,0,512,False,1,0,0.0,0,0
Multidimensional Baby,431,ydduB Buddy,2,"treasure,devil,babyShop",ITEM_FAMILIAR,"TAG_SUMMONABLE,TAG_OFFENSIVE,TAG_MONSTER_MANUAL,TAG_BABY",0,0.0,0,gfx/items/collectibles/Collectibles_431_MultidimensionalBaby.png,True,-1,False,15,0,0,,0,0.0,,2,True,-1,0,0,False,0.0,0.0,False,0,0,0.0,0,512,False,1,0,0.0,0,0
Glitter Bombs,432,Prize bombs,2,"treasure,bombBum",ITEM_PASSIVE,"TAG_SUMMONABLE,TAG_OFFENSIVE",0,0.0,0,gfx/items/collectibles/Collectibles_432_GlitterBombs.png,True,-1,False,15,0,5,,0,0.0,,2,True,-1,0,5,False,0.0,0.0,False,0,0,0.0,0,0,False,1,0,0.0,0,0
